0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
KANDY,1.1525,1.1521,1.4004,1.6746,1.5737,1.1943,1.1511,1.9568,1.9157,1.815,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,1.0372,0.9062,1.7492
NUWARA ELIYA,0.9916,0.9038,1.435,1.4603,1.525,1.1047,1.0057,1.9872,NQC,1.7558,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,0.9319,0.9813,1.7492
GALLE,1.2335,1.2497,1.3986,1.7008,1.6403,1.2676,1.294,1.9481,NQC,NQC,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,1.1377,1.0536,1.7492
MATARA,1.2264,1.2486,1.4105,1.8499,1.6323,1.262,1.2648,1.9469,NQC,NQC,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,1.1809,1.038,1.7492
HAMBANTOTA,1.1297,1.1253,1.3801,1.7737,1.5586,1.2117,1.2395,1.9481,NQC,NQC,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,1.1351,1.0378,1.7492
JAFFNA,0.992,0.9554,1.3396,1.626,1.4054,1.0513,1.0192,1.9574,1.91,1.8999,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,0.9825,0.9652,1.7492
KILINOCHCHI,NQC,0.9002,1.2535,1.59,1.345,1.0025,0.9211,2.0071,1.9279,NQC,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,0.3227,0.3406,1.7492
MANNAR,NQC,0.8637,1.4093,1.6063,0.8549,0.7953,0.7186,1.9489,1.926,NQC,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,0.5198,0.522,1.7492
MULLAITIVU,NQC,0.8983,1.1083,1.2232,0.8791,1.0215,0.6872,1.9931,2.0482,NQC,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,0.3951,0.4186,1.7492
VAVUNIYA,NQC,0.8828,1.4451,1.5748,1.2761,0.9619,0.9308,2.0501,1.9297,NQC,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,0.7431,1.0122,1.7492
TRINCOMALEE,1.1387,0.7867,1.4661,1.6041,1.3764,1.1019,1.0179,1.9648,1.9471,1.834,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,1.0314,0.9657,1.7492
BATTICALOA,0.9995,0.9608,1.3797,1.7903,1.6692,1.1726,0.9443,1.9889,1.9366,1.8059,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,1.0105,1.0377,1.7492
AMPARA,1.0385,0.932,1.3942,1.5531,1.4548,0.9505,0.9749,1.9483,1.9136,1.8907,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,1.182,0.9415,1.7492
PUTTALAM,1.0194,1.0296,1.4306,1.7853,1.5496,1.0691,1.259,1.962,NQC,1.7659,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,0.8794,0.7978,1.7492
KURUNEGALA,1.1991,1.2044,1.3872,1.7639,1.5818,1.2323,1.1897,1.9497,1.9138,1.8658,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,0.9967,0.9627,1.7492
ANURADHAPURA,1.0371,1.0328,1.3808,1.6862,1.6127,1.135,1.2214,1.9611,1.9105,1.8814,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,0.9294,0.9864,1.7492
POLONNARUWA,1.0206,1.0332,1.444,1.6645,1.4422,1.0386,0.994,1.9491,1.9219,1.7849,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,0.9326,0.7205,1.7492
BADULLA,1.1346,1.1362,1.3768,1.6563,1.6573,1.2073,1.2869,1.9468,1.9208,1.87,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,1.093,1.0631,1.7492
MONARAGALA,1.1629,1.2001,1.354,1.8354,1.524,1.1817,1.229,2.0022,1.9161,1.8574,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,1.006,1.0021,1.7492
KEGALLE,1.3031,1.2922,1.397,1.793,1.6222,1.254,1.2633,1.9586,1.9069,1.8518,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,1.138,0.921,1.7492
RATNAPURA,1.1614,1.1698,1.4285,1.7522,1.496,1.1932,1.2077,1.9491,1.9172,1.7983,1.6852,1.5106,1.5138,1.4123,1.1661,1.3397,1.1335,1.2247,1.2933,1.1837,1.1348,1.3283,1.1556,1.7946,1.1215,0.9697,1.7492
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COURSE 
OF 
STUDY
DISTRICT","SOCIAL WORK *
(University of Jayewardenepura)","HUMAN RESOURCE DEVELOPMENT
(Uva Wellassa University of Sri Lanka)","PRIMARY EDUCATION
(University of Colombo)","MANAGEMENT STUDIES (TV) - A 
[Commerce Stream]
(University of Vavuniya, Sri Lanka)","MANAGEMENT STUDIES (TV) - A 
[Commerce Stream]
(Trincomalee Campus, Eastern University, Sri Lanka)","MANAGEMENT STUDIES (TV) - B 
[Any subject combination]
(University of Vavuniya, Sri Lanka)","MANAGEMENT STUDIES (TV) - B 
[Any subject combination]
(Trincomalee Campus, Eastern University, Sri Lanka)","COMMUNICATION STUDIES *
(Trincomalee Campus, Eastern University, Sri Lanka)","FINANCIAL ECONOMICS
(University of Sri Jayewardenepura)","CREATIVE MUSIC TECHNOLOGY & PRODUCTION
(University of Sri Jayewardenepura)","PEACE & CONFLICT RESOLUTION *
(University of Kelaniya)","ISLAMIC STUDIES  *
(South Eastern University of Sri Lanka)","ARABIC  LANGUAGE *
(South Eastern University of Sri Lanka)","ARCHITECTURE #
(University of Moratuwa)","DESIGN #
(University of Moratuwa)","LANDSCAPE ARCHITECTURE #
(University of Moratuwa)","URBAN INFORMATICS AND PLANNING
(University of Moratuwa)","FASHION DESIGN & PRODUCT DEVELOPMENT #
(University of Moratuwa)","ARTIFICIAL INTELLIGENCE 
(University of Moratuwa)","INFORMATION TECHNOLOGY (IT) 
(University of Moratuwa)","INFORMATION TECHNOLOGY & MANAGEMENT  
(University of Moratuwa)","FACILITIES MANAGEMENT
(University of Moratuwa)","TRANSPORT MANAGEMENT & LOGISTICS ENGINEERING 
(TMLE)
(University of Moratuwa)","BUSINESS SCIENCE
(University of Moratuwa)","MANAGEMENT AND INFORMATION 
TECHNOLOGY  (MIT) (BIO SCIENCE  STREAM)    
(University of Kelaniya)","MANAGEMENT AND INFORMATION 
TECHNOLOGY  (MIT) (OTHER STREAM)   
(University of Kelaniya)","INDUSTRIAL STATISTICS & 
MATHEMATICAL FINANCE
(University of Colombo)"
COLOMBO,1.7011,1.3949,1.4494,1.2002,1.1965,NQC,1.2185,1.2295,1.734,1.4056,1.7325,1.0404,0.5623,1.1819,0.6815,0.3447,1.2136,0.5674,2.2536,1.673,1.7009,1.5279,1.7608,1.9302,1.4223,1.4522,1.4991
GAMPAHA,1.7011,1.4482,1.702,1.2001,1.2001,1.3018,1.2407,1.2295,1.759,1.408,1.7325,1.0404,0.5623,1.0005,0.8012,0.4966,1.1776,0.16,2.3053,1.5516,1.6172,1.4646,1.6644,1.8007,1.4152,1.4525,1.425
KALUTARA,1.7011,1.4318,1.7079,1.212,1.2171,1.3272,1.262,1.2295,1.8109,1.4833,1.7325,1.0404,0.5623,1.0094,0.1606,0.1241,1.226,0.4009,2.1862,1.6681,1.726,1.4772,1.7408,1.8275,1.4725,1.4552,1.4482
MATALE,1.7011,1.4869,1.5056,1.1947,NQC,1.3356,1.2884,1.2295,1.7483,1.364,1.7325,1.0404,0.5623,0.7945,0.2855,NQC,1.1327,0.3987,2.0932,1.498,1.3805,1.4187,1.3965,1.585,1.1956,1.2905,1.2373
KANDY,1.7011,1.5533,1.5017,1.1426,1.1513,1.2887,1.2629,1.2295,1.784,1.4836,1.7325,1.0404,0.5623,0.6333,0.6144,0.3811,1.1862,0.7513,2.0451,1.5673,1.5197,1.4668,1.6717,1.6237,1.3799,1.4255,1.4877
NUWARA ELIYA,1.7011,1.6088,1.3873,1.1007,0.9381,1.2903,1.2768,1.2295,1.7238,1.4693,1.7325,1.0404,0.5623,0.6952,0.4703,NQC,0.9851,0.0804,1.9212,1.3359,1.196,1.3277,1.4923,1.7231,1.2084,1.0659,0.9885
GALLE,1.7011,1.4875,1.8082,1.2084,1.2149,1.3614,1.2768,1.2295,1.6606,1.4374,1.7325,1.0404,0.5623,0.8565,0.2837,-0.4374,1.2211,0.435,2.3586,1.7169,1.7018,1.5387,1.7666,1.7322,1.4206,1.4664,1.4971
MATARA,1.7011,1.5859,1.7735,1.203,1.2222,1.311,1.2758,1.2295,1.6807,1.4177,1.7325,1.0404,0.5623,1.0482,0.3383,-0.1558,1.2178,-0.0244,2.2919,1.7311,1.6877,1.5401,1.754,1.8344,1.4475,1.4823,1.4519
HAMBANTOTA,1.7011,1.4987,1.8504,1.1296,NQC,1.3101,1.2821,1.2295,1.8133,1.4165,1.7325,1.0404,0.5623,1.159,0.3272,0.869,1.2402,0.4698,1.9352,1.6714,1.545,1.4362,1.6034,1.6082,1.4715,1.4865,1.3956
JAFFNA,1.7011,1.5062,NQC,1.0335,0.9812,1.2881,1.1653,1.2295,1.701,1.1292,1.7325,1.0404,0.5623,0.5263,0.7016,NQC,1.1509,NQC,2.275,1.7201,1.6493,1.3523,1.6058,1.5365,1.5066,1.4832,1.3934
KILINOCHCHI,1.7011,1.615,NQC,1.0498,NQC,1.3206,1.2385,1.2295,1.1998,1.1851,1.7325,1.0404,0.5623,NQC,NQC,NQC,1.0055,NQC,2.2256,1.5666,1.5604,1.087,1.3041,1.1112,0.9873,1.2532,1.0812
MANNAR,1.7011,1.404,NQC,NQC,0.8087,1.3623,1.2543,1.2295,1.2269,1.0307,1.7325,1.0404,0.5623,NQC,NQC,NQC,1.0302,NQC,1.8449,1.5265,1.3635,1.3204,0.9606,1.5261,1.283,0.8017,0.5439
MULLAITIVU,1.7011,1.4834,1.0376,NQC,0.7184,1.2937,NQC,1.2295,1.6294,1.1313,1.7325,1.0404,0.5623,NQC,NQC,NQC,0.782,NQC,0.9173,1.6429,1.2535,0.8578,0.8922,1.0614,0.9865,0.655,0.5752
VAVUNIYA,1.7011,1.4734,1.569,NQC,0.9043,1.4085,1.257,1.2295,1.7049,1.2908,1.7325,1.0404,0.5623,NQC,NQC,NQC,0.7852,NQC,1.4036,1.3569,1.3404,1.4716,1.076,1.5642,1.0917,1.0101,0.7209
TRINCOMALEE,1.7011,1.6058,1.6928,1.0762,0.8481,1.3231,1.2725,1.2295,1.729,1.2423,1.7325,1.0404,0.5623,1.003,0.7905,NQC,1.202,NQC,1.4382,1.5694,1.3801,1.4495,1.1689,1.5103,1.3613,1.0959,0.991
BATTICALOA,1.7011,1.6065,NQC,NQC,0.9529,1.3608,1.2117,1.2295,1.7072,1.5004,1.7325,1.0404,0.5623,0.9555,0.4288,0.6797,1.2412,0.7725,1.3773,1.5669,1.6856,1.5037,1.2971,1.6549,1.4597,1.2986,1.1632
AMPARA,1.7011,1.6068,1.6609,NQC,0.9276,1.2983,1.2741,1.2295,1.35,1.287,1.7325,1.0404,0.5623,0.4143,NQC,NQC,1.1952,0.0851,2.1208,1.4792,1.4032,1.4246,1.3085,1.4671,1.4078,1.1961,1.1797
PUTTALAM,1.7011,1.498,1.6847,1.0468,1.0078,1.2912,1.2795,1.2295,1.7649,1.2702,1.7325,1.0404,0.5623,NQC,0.7454,NQC,1.0976,1.5823,1.6831,1.5031,1.3725,1.3826,1.6518,1.5669,1.2378,1.2441,1.2356
KURUNEGALA,1.7011,1.5081,1.8086,1.1871,1.1917,1.2904,1.2867,1.2295,1.8129,1.3127,1.7325,1.0404,0.5623,0.7878,-0.6554,0.4728,1.1787,0.2877,2.2686,1.5802,1.6696,1.3408,1.6018,1.6088,1.4652,1.4531,1.3559
ANURADHAPURA,1.7011,1.5567,1.7313,1.0534,1.0496,1.291,1.2758,1.2295,1.6345,1.4009,1.7325,1.0404,0.5623,0.6766,0.3075,0.4488,1.1015,0.4044,2.0194,1.4144,1.538,1.4611,1.4704,1.6694,1.3979,1.3295,1.2571
POLONNARUWA,1.7011,1.6321,1.6646,1.0585,1.0096,NQC,1.2613,1.2295,1.5478,1.3583,1.7325,1.0404,0.5623,1.0769,1.1736,NQC,1.0088,NQC,1.6899,1.5193,1.4278,1.367,1.7157,1.4748,1.2298,1.1968,1.1214
BADULLA,1.7011,1.5795,1.8282,1.1433,1.1434,1.2877,1.2711,1.2295,1.6392,1.3543,1.7325,1.0404,0.5623,1.0338,0.023,0.2934,1.2271,0.4619,1.7794,1.4803,1.6084,1.4786,1.6308,1.7881,1.4307,1.3899,1.3862
MONARAGALA,1.7011,1.5128,1.8284,NQC,1.1589,1.2913,1.2886,1.2295,1.8095,1.3927,1.7325,1.0404,0.5623,1.0651,0.6042,0.6335,1.1375,0.8954,1.6092,1.4574,1.7028,1.294,1.5315,1.5333,1.2915,1.2645,1.2627
KEGALLE,1.7011,1.577,1.7213,1.2101,1.2164,1.2891,1.2837,1.2295,1.8097,1.3994,1.7325,1.0404,0.5623,0.6715,0.7549,0.1324,1.1556,0.8502,1.956,1.5957,1.5652,1.5054,1.6305,1.8758,1.4743,1.4599,1.4398
RATNAPURA,1.7011,1.4636,1.8004,1.1718,1.1698,1.3037,1.2692,1.2295,1.7602,1.4692,1.7325,1.0404,0.5623,1.0611,0.4951,0.5762,1.2338,0.1671,2.3459,1.6038,1.6918,1.484,1.6,1.662,1.4878,1.4763,1.4696
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COURSE 
OF 
STUDY
DISTRICT","FINANCIAL MATHEMATICS AND INDUSTRIAL STATISTICS
(University of Ruhuna)","STATISTICS & OPERATIONS RESEARCH
(University of Peradeniya)","GEOGRAPHICAL INFORMATION SCIENCE
(University of Peradeniya)","INFORMATION AND COMMUNICATION TECHNOLOGY 
(ICT)   
(Rajarata University of Sri Lanka)","INFORMATION AND COMMUNICATION TECHNOLOGY 
(ICT)  
(University of Vavuniya, Sri Lanka)","INFORMATION SYSTEMS 
(University of Colombo School of Computing)","INFORMATION SYSTEMS 
(University of Sri Jayewardenepura)","INFORMATION SYSTEMS 
(Sabaragamuwa University of Sri Lanka)","SOFTWARE ENGINEERING
(University of Sri Jayewardenepura)","SOFTWARE ENGINEERING
(University of Kelaniya)","SOFTWARE ENGINEERING
(Sabaragamuwa University of Sri Lanka)","AYURVEDA MEDICINE & SURGERY 
(University of Colombo)","AYURVEDA MEDICINE & SURGERY 
(Gampaha Wickramarachchi University of Indigenous Medicine, 
Sri Lanka)","UNANI MEDICINE & SURGERY 
(University of Colombo)","SIDDHA MEDICINE & SURGERY   
(University of Jaffna)","SIDDHA MEDICINE & SURGERY  
(Trincomalee Campus, Eastern University, Sri Lanka)","INDIGENOUS MEDICINAL RESOURCES
(Gampaha Wickramarachchi University of Indigenous Medicine, 
Sri Lanka)","HEALTH INFORMATION AND COMMUNICATION 
TECHNOLOGY
(Gampaha Wickramarachchi University of Indigenous Medicine, 
Sri Lanka)","HEALTH TOURISM AND HOSPITALITY MANAGEMENT
(Gampaha Wickramarachchi University of Indigenous Medicine, 
Sri Lanka)","BIOMEDICAL TECHNOLOGY
(Gampaha Wickramarachchi University of Indigenous Medicine, 
Sri Lanka)","INDIGENOUS PHARMACEUTICAL TECHNOLOGY
(Gampaha Wickramarachchi University of Indigenous Medicine, 
Sri Lanka)","YOGA AND PARAPSYCHOLOGY
(Gampaha Wickramarachchi University of Indigenous Medicine, 
Sri Lanka)","SOCIAL STUDIES IN INDIGENOUS KNOWLEDGE
(Gampaha Wickramarachchi University of Indigenous Medicine, 
Sri Lanka)","HEALTH PROMOTION
(Rajarata University of Sri Lanka)","NURSING
(University of Colombo)","NURSING
(University of Peradeniya)","NURSING
(University of Sri Jayewardenepura)"
COLOMBO,1.2946,1.4013,1.8821,1.2931,1.1864,1.7906,1.7618,1.4087,1.5155,1.5391,1.4183,1.2599,1.1247,1.0928,0.5447,0.6683,0.7139,1.0215,1.2336,1.07,0.9828,1.2791,1.2964,0.7395,1.3266,1.2937,1.2517
GAMPAHA,1.2724,1.411,1.9386,1.2888,1.2194,1.7959,1.7435,1.3329,1.5143,1.5402,1.3337,1.2698,0.9585,0.8221,-0.0386,0.7541,0.7147,1.0236,1.2058,1.0427,0.9494,1.245,1.2563,0.7158,1.3313,1.2802,1.2666
KALUTARA,1.3397,1.3997,2.0067,1.298,1.2451,1.817,1.752,1.4583,1.5266,1.5389,1.3903,1.2537,1.1998,1.1018,0.7884,0.779,0.8376,1.1129,1.2299,1.0926,1.0898,1.2757,1.318,0.8623,1.3321,1.2746,1.25
MATALE,1.1401,1.2703,1.7796,1.291,1.2507,1.7898,NQC,1.368,NQC,NQC,1.1177,1.4962,0.9652,1.0347,NQC,0.7608,0.7408,1.1491,1.2134,1.1305,1.1008,1.2634,1.2851,0.8839,1.332,1.293,NQC
KANDY,1.2445,1.4329,1.9892,1.295,1.1677,1.7941,NQC,1.2759,1.5188,1.7117,1.3914,1.2676,1.0288,1.1027,0.8705,0.7223,0.8539,1.1356,1.14,1.1436,1.069,1.2697,1.2767,0.8806,1.4256,1.2958,1.2587
NUWARA ELIYA,0.9467,1.0846,1.964,NQC,0.7939,1.9191,1.7511,0.9223,NQC,NQC,0.9131,1.3473,0.8614,0.8029,0.4723,0.7899,0.6609,0.9457,0.9839,0.9741,0.9636,1.2655,1.3031,0.7208,NQC,1.4127,1.249
GALLE,1.3217,1.4614,1.9225,1.288,1.2775,1.798,1.7467,1.5993,1.518,1.553,1.4645,1.2528,1.2437,1.0765,NQC,0.7633,0.8289,1.1581,1.2543,1.1475,1.0899,1.2872,1.303,0.8572,1.3353,1.285,1.2511
MATARA,1.3354,1.4423,2.0075,1.2961,1.2699,1.8163,1.7521,1.5133,1.5203,1.5422,NQC,1.271,1.1537,0.9831,NQC,0.7978,0.8645,1.1494,1.2507,1.181,1.1079,1.2951,1.3118,0.8821,1.3346,1.2817,1.2695
HAMBANTOTA,1.2883,1.4161,1.9936,1.3009,1.1536,1.8426,1.7603,1.3447,1.5198,1.5396,NQC,1.2585,1.1598,1.0733,NQC,0.737,0.8545,1.056,1.1412,1.0516,1.0483,1.2886,1.3137,0.854,1.3417,1.298,1.2523
JAFFNA,1.3125,1.4489,2.011,1.309,1.2357,1.8243,1.7491,1.3395,1.518,1.5357,1.4525,1.3316,1.0034,1.0428,0.7736,0.8474,0.7151,0.9579,0.9436,0.9955,0.8739,1.2797,1.1325,0.8401,1.3535,1.3058,1.2625
KILINOCHCHI,0.9258,1.1908,1.8642,NQC,0.8754,NQC,NQC,1.0448,NQC,NQC,1.2968,NQC,1.097,0.6221,0.6993,0.9549,0.3054,0.9808,0.8961,0.8974,0.6861,1.1256,1.2716,0.9014,NQC,1.318,NQC
MANNAR,0.4915,0.5798,1.9387,NQC,1.0182,NQC,NQC,1.2542,NQC,NQC,0.8645,NQC,1.0868,1.1948,0.5741,NQC,0.8151,1.0313,0.7275,0.7262,1.0794,1.0472,1.231,0.7696,1.3633,NQC,NQC
MULLAITIVU,0.5028,0.5134,1.8842,NQC,0.5233,NQC,NQC,0.9323,NQC,NQC,0.7034,NQC,0.8618,0.7712,0.8175,NQC,0.252,0.029,0.6779,0.3671,0.251,1.2288,1.1298,0.5902,NQC,1.4559,1.2493
VAVUNIYA,0.6282,0.6349,1.8609,NQC,1.1384,NQC,NQC,0.848,NQC,NQC,0.9069,NQC,1.1197,1.1605,0.9546,0.761,0.5145,0.3886,0.8814,0.7914,0.7229,1.2064,1.2616,0.8915,NQC,NQC,1.2604
TRINCOMALEE,0.9003,1.0992,1.9927,1.3697,1.1494,NQC,NQC,1.272,NQC,NQC,0.9977,1.3017,1.1215,1.1548,0.8644,0.748,0.7753,0.902,1.0065,1.2077,0.9898,1.2397,1.2692,0.9407,1.3372,1.275,1.2536
BATTICALOA,1.1414,1.2838,2.0244,1.29,1.1955,NQC,1.7734,1.2644,NQC,1.8835,1.2905,1.2755,1.0265,1.21,0.7576,0.792,0.7772,0.9958,1.0064,1.2079,1.023,1.276,1.2422,0.7876,1.3452,1.2819,1.3248
AMPARA,1.1654,1.2402,1.9931,1.3624,1.1825,1.8722,1.7532,1.2891,1.6271,NQC,1.2821,1.2508,1.145,1.2006,0.7845,0.7546,0.7461,0.9567,0.9259,1.0174,0.9584,1.2899,1.3108,0.9392,1.3273,1.2859,1.2589
PUTTALAM,1.0905,1.174,1.843,1.3384,1.0247,NQC,NQC,1.0575,NQC,NQC,1.0922,1.2547,1.0297,1.1361,0.5338,NQC,0.6182,0.5011,1.0313,1.1208,0.6671,1.2619,1.2726,0.8131,1.3316,1.2773,1.2657
KURUNEGALA,1.2235,1.3564,1.9631,1.2958,1.2195,1.8508,1.7748,1.3599,1.525,1.54,1.3537,1.2632,1.1054,1.0881,0.7416,0.7318,0.7877,1.1654,1.1946,1.1604,1.0902,1.2863,1.2914,0.9068,1.3393,NQC,1.2483
ANURADHAPURA,1.2082,1.2881,1.8899,1.3059,1.12,1.905,1.7732,1.26,NQC,NQC,1.2306,1.2928,1.0715,0.7915,0.6216,0.6725,0.7036,1.0948,1.0837,1.1071,1.0414,1.276,1.2694,0.8464,1.3435,1.2848,1.2577
POLONNARUWA,0.8997,1.1071,1.8043,NQC,1.0186,NQC,1.7871,1.1775,NQC,NQC,0.963,NQC,0.8619,0.7312,0.6182,0.7126,0.8476,0.8358,1.172,1.0152,1.019,1.2777,1.2828,0.7339,NQC,NQC,1.2565
BADULLA,1.307,1.3757,1.9101,1.2903,1.2117,2.2297,NQC,1.3417,NQC,NQC,1.3523,1.3033,1.0745,0.9089,0.6552,0.7002,0.7288,1.1321,1.1283,1.102,1.0962,1.3002,1.283,0.8394,1.3687,1.2917,1.2569
MONARAGALA,1.1214,1.2152,2.0211,NQC,1.1485,NQC,1.7558,1.2506,NQC,NQC,1.1498,1.2645,1.1024,1.0658,NQC,0.6683,0.8446,0.9491,1.2529,1.0396,1.0071,1.2908,1.3253,0.9284,1.35,1.3032,1.279
KEGALLE,1.2593,1.4333,1.8946,1.3047,1.2641,1.8422,1.7493,1.3837,1.5186,1.5639,1.4059,1.2536,1.1734,1.0382,0.7568,0.7585,0.8147,1.1731,1.2131,1.1823,1.1035,1.3046,1.3342,0.8982,1.3731,1.2849,1.254
RATNAPURA,1.2429,1.3824,1.9234,1.2921,1.1816,1.8466,1.7576,1.3994,1.5206,1.5366,1.4223,1.2623,1.1298,0.8395,0.9822,0.7223,0.784,1.0995,1.195,1.0855,1.0711,1.2879,1.286,0.9014,1.3375,1.2792,1.2532
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
"COURSE 
OF 
STUDY
DISTRICT","NURSING
(University of Jaffna)","NURSING
(University of Ruhuna)","NURSING
(Eastern University, Sri Lanka)","PHARMACY
(University of Peradeniya)","PHARMACY
(University of Sri Jayewardenepura)","PHARMACY
(University of Jaffna)","PHARMACY
(University of Ruhuna)","MEDICAL LABORATORY SCIENCES
(University of Peradeniya)","MEDICAL LABORATORY SCIENCES
(University of Sri Jayewardenepura)","MEDICAL LABORATORY SCIENCES
(University of Jaffna)","MEDICAL LABORATORY SCIENCES
(University of Ruhuna)","RADIOGRAPHY
(University of Peradeniya)","MEDICAL IMAGING TECHNOLOGY
(University of Colombo)","PHYSIOTHERAPY
(University of Colombo)","PHYSIOTHERAPY
(University of Peradeniya)","OCCUPATIONAL THERAPY
(University of Kelaniya)","OPTOMETRY 
(University of Sri Jayewardenepura)","ENVIRONMENTAL CONSERVATION & 
MANAGEMENT
(University of Kelaniya)","APPLIED CHEMISTRY
(University of Kelaniya)","ELECTRONICS AND COMPUTER SCIENCE
(University of Kelaniya)","ACCOUNTING INFORMATION SYSTEMS
(University of Kelaniya)","FISHERIES & MARINE SCIENCES
(University of Ruhuna)","MARINE AND FRESHWATER SCIENCES
(University of Ruhuna)","ANIMAL SCIENCE & FISHERIES
(University of Peradeniya)","FOOD  PRODUCTION 
& TECHNOLOGY MANAGEMENT
(Wayamba University of Sri Lanka)","FOOD BUSINESS MANAGEMENT 
[Biological / Physical Science Stream]
(Sabaragamuwa University of Sri Lanka)",
COLOMBO,0.9795,1.0351,0.9135,1.6132,1.5832,1.2179,1.514,1.7384,1.6896,1.4388,1.6021,1.447,1.5903,1.669,1.6606,1.3944,1.4666,1.1106,1.5659,1.5081,1.6391,0.8913,1.0396,1.1032,0.9373,0.9259,
GAMPAHA,0.9844,1.0385,0.7793,1.6367,1.6159,1.1654,1.5077,NQC,NQC,1.3287,1.6302,1.4774,1.5088,1.6674,1.6075,1.3145,1.4645,1.1026,1.5667,1.4938,1.6468,0.8411,1.0016,1.1331,0.9869,0.9554,
KALUTARA,1.1731,1.1415,NQC,1.6024,1.6287,1.4814,1.5105,1.7454,1.69,NQC,1.6416,1.5364,1.579,1.7026,1.7134,1.4456,1.4468,1.0805,1.5538,1.5367,1.6579,0.922,1.0272,1.1886,1.022,0.9223,
MATALE,1.0753,1.1037,0.9377,1.6051,NQC,1.4527,1.5392,NQC,NQC,1.5788,NQC,1.5392,1.4396,1.667,NQC,1.3797,1.4895,1.0292,1.4972,1.3092,1.4151,0.9128,0.7995,1.143,0.9994,0.9517,
KANDY,1.003,1.0398,1.0288,1.648,NQC,1.3706,1.5407,1.7272,1.6928,1.5143,1.6196,1.5319,1.4713,1.6671,1.6553,1.3818,1.4647,1.0616,1.5882,1.5116,1.5794,0.8721,0.9922,1.1463,1.0095,0.9628,
NUWARA ELIYA,0.977,1.09,0.8176,NQC,NQC,1.0619,NQC,NQC,NQC,1.2582,NQC,1.483,1.4545,NQC,1.4233,1.2552,1.4475,0.8314,1.3647,1.1424,1.3003,0.8127,1.0248,1.0597,1.0268,0.7714,
GALLE,NQC,1.1519,NQC,NQC,1.5939,NQC,1.5031,1.7456,1.6935,NQC,1.6003,1.5032,1.5699,1.6999,NQC,1.4577,1.4708,1.1504,1.5376,1.5092,1.6369,0.8972,1.0586,1.1403,1.0448,0.9674,
